target_id,source_status,target_source,depth_m,camera_x_m,camera_y_m,camera_z_m,cr5_x_mm,cr5_y_mm,cr5_z_mm,approach_x_mm,approach_y_mm,approach_z_mm,approach_axis,approach_offset_mm,meter_conf,display_conf,stable_frames,transform_mean_error_mm,transform_max_error_mm,robot_action_status,user_frame_output,user2_x_mm,user2_y_mm,user2_z_mm,user2_approach_x_mm,user2_approach_y_mm,user2_approach_z_mm,user2_frame_x_mm,user2_frame_y_mm,user2_frame_z_mm,user2_frame_rx_deg,user2_frame_ry_deg,user2_frame_rz_deg,rotation_convention
1,ready,display,0.872000,0.095500,-0.150382,0.872000,-308.516891,-787.564794,704.388609,-308.516891,-787.564794,804.388609,z,100.000000,0.899192,0.919813,10,2.704961,6.037926,verify_user2_manually_first,2,-529.395553,-18.977685,-366.278909,-536.496552,80.659962,-361.597546,-431.496000,-155.383000,702.852000,87.310000,4.072000,135.530000,rzyx
