timestamp,frame_index,target_id,meter_conf,display_conf,meter_cx,meter_cy,display_cx,display_cy,target_source,depth_m,camera_x_m,camera_y_m,camera_z_m,smooth_x_m,smooth_y_m,smooth_z_m,has_display
1787399911.917251,59,2,0.939682,0.901496,735,553,742,500,meter,0.796000,0.075718,0.187807,0.796000,0.075528,0.186688,0.794000,1
1787399911.917251,59,3,0.945049,0.954378,899,557,901,497,meter,0.809000,0.223871,0.195363,0.809000,0.223594,0.195363,0.807000,1
1787399912.0726442,60,1,0.932878,0.928352,737,262,737,210,meter,0.821000,0.059914,-0.099675,0.821000,0.060453,-0.099554,0.820000,1
1787399912.0726442,60,2,0.937560,0.910202,735,552,742,499,meter,0.798000,0.075909,0.187393,0.798000,0.075623,0.186688,0.795000,1
1787399912.0726442,60,3,0.944138,0.953385,899,559,900,497,meter,0.809000,0.223871,0.198056,0.809000,0.223594,0.195775,0.808000,1
1787399912.210444,61,1,0.930820,0.924354,737,261,737,210,meter,0.818000,0.059695,-0.100219,0.818000,0.059951,-0.099614,0.819500,1
1787399912.210444,61,2,0.937144,0.907949,735,552,742,499,meter,0.795000,0.075623,0.186688,0.795000,0.075623,0.186688,0.795000,1
1787399912.210444,61,3,0.940426,0.947873,899,554,900,496,meter,0.806000,0.223041,0.191955,0.806000,0.223594,0.195775,0.807000,1
1787399912.3473227,62,1,0.933011,0.921552,737,263,737,210,meter,0.817500,0.059659,-0.098343,0.817500,0.059914,-0.099614,0.819500,1
1787399912.3473227,62,2,0.940180,0.909538,735,552,742,499,meter,0.794000,0.075528,0.185572,0.794000,0.075528,0.186688,0.794000,1
1787399912.3473227,62,3,0.941401,0.947265,899,555,900,497,meter,0.807000,0.223318,0.192193,0.807000,0.223594,0.195775,0.807000,1
