timestamp,frame_index,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,depth_m,camera_x_m,camera_y_m,camera_z_m,smooth_camera_x_m,smooth_camera_y_m,smooth_camera_z_m
1786415583.0522006,5,0,meter,0.673378,538.02,0.00,846.24,111.02,692,56,0.780000,0.037056,-0.273015,0.780000,0.037056,-0.273015,0.780000
1786415584.1262991,6,0,meter,0.773340,512.96,0.00,677.93,49.32,595,25,0.733000,-0.043909,-0.281781,0.733000,-0.003426,-0.277398,0.756500
1786415584.4208345,8,0,meter,0.882033,552.64,117.91,693.68,313.89,623,216,0.797000,-0.023031,-0.137447,0.797000,-0.023031,-0.273015,0.780000
1786415584.4208345,8,1,display,0.534752,194.03,545.55,465.09,720.00,330,633,0.356000,-0.125791,0.103353,0.356000,-0.125791,0.103353,0.356000
1786415584.757052,10,0,meter,0.908798,646.62,122.28,781.27,341.43,714,232,0.792000,0.056921,-0.122522,0.792000,0.007013,-0.205231,0.786000
1786415584.757052,10,1,display,0.789050,681.61,143.53,768.03,209.93,725,177,0.846000,0.071106,-0.182513,0.846000,-0.027342,-0.039580,0.601000
1786415584.8951125,11,0,meter,0.928564,635.33,111.86,775.57,317.93,705,215,0.796000,0.049275,-0.138158,0.796000,0.037056,-0.138158,0.792000
1786415584.8951125,11,1,display,0.891453,671.25,127.26,754.11,190.17,713,159,0.000000,,,,,,
1786415585.0171287,12,0,meter,0.925179,628.74,83.55,765.85,299.93,697,192,0.786000,0.041693,-0.156485,0.786000,0.039375,-0.147322,0.789000
1786415585.0171287,12,1,display,0.871103,663.84,102.94,751.37,167.39,708,135,0.842000,0.054920,-0.220896,0.842000,0.054920,-0.182513,0.842000
1786415585.129638,13,0,meter,0.935322,636.59,109.12,769.21,314.95,703,212,0.796000,0.047512,-0.140809,0.796000,0.041693,-0.140809,0.792000
1786415585.129638,13,1,display,0.880054,670.84,121.99,757.52,189.38,714,156,0.845000,0.060730,-0.201991,0.845000,0.057825,-0.192252,0.843500
1786415585.236146,14,0,meter,0.909661,800.90,121.55,938.40,318.39,870,220,0.820000,0.200583,-0.137774,0.820000,0.047512,-0.138158,0.796000
1786415585.236146,14,1,display,0.819714,685.85,111.53,773.50,176.22,730,144,0.000000,,,,,,
1786415585.3485968,15,0,meter,0.934762,662.04,78.81,812.78,284.80,737,182,0.787000,0.076605,-0.165418,0.787000,0.049275,-0.138158,0.796000
1786415585.3485968,15,1,display,0.868765,702.60,91.60,789.67,156.54,746,124,0.000000,,,,,,
1786415585.4509804,16,0,meter,0.886745,696.40,48.30,854.65,259.98,776,154,0.760000,0.106798,-0.183359,0.760000,0.056921,-0.140809,0.792000
1786415585.4509804,16,1,display,0.687989,743.98,62.09,833.08,120.51,789,91,0.000000,,,,,,
1786415585.5544858,17,0,meter,0.917288,715.15,0.00,875.08,212.54,795,106,0.741000,0.119718,-0.218247,0.741000,0.076605,-0.156485,0.787000
1786415585.5544858,17,1,display,0.835153,768.65,0.00,859.87,72.07,814,36,0.802000,0.146447,-0.298516,0.802000,0.060730,-0.201991,0.842000
1786415585.6580045,18,0,meter,0.903649,864.40,0.00,1013.56,208.86,939,104,0.775000,0.248790,-0.229981,0.775000,0.106798,-0.165418,0.786000
1786415585.6580045,18,1,display,0.701498,924.86,0.00,1011.15,75.03,968,38,0.776500,0.274207,-0.287301,0.776500,0.065918,-0.211443,0.822000
1786415585.7631135,19,0,meter,0.921456,865.97,0.00,1008.46,190.02,937,95,0.767000,0.244523,-0.235268,0.767000,0.119718,-0.183359,0.775000
1786415585.7631135,19,1,display,0.529544,784.95,283.18,869.43,333.09,827,308,0.746000,0.146960,-0.052487,0.746000,0.071106,-0.201991,0.802000
1786415585.8736234,20,0,meter,0.886416,706.54,0.00,874.03,139.86,790,70,0.748000,0.116708,-0.250192,0.748000,0.119718,-0.218247,0.767000
1786415585.974127,21,0,meter,0.876753,701.09,0.00,878.48,89.59,790,45,0.732000,0.114212,-0.265149,0.732000,0.116708,-0.229981,0.760000
1786415586.0776339,22,0,meter,0.543617,708.75,0.00,1113.43,88.44,911,44,0.755000,0.218960,-0.274319,0.755000,0.119718,-0.235268,0.755000
1786415586.3781679,25,0,meter,0.923204,866.96,0.00,1055.47,211.36,961,106,0.718000,0.247983,-0.211473,0.718000,0.218960,-0.235268,0.748000
1786415586.3781679,25,1,display,0.758487,938.15,2.23,1037.47,73.29,988,38,0.761000,0.285587,-0.281566,0.761000,0.146447,-0.220896,0.802000
1786415586.4792163,26,0,meter,0.902371,896.52,0.00,1064.39,167.87,980,84,0.708000,0.259425,-0.225813,0.708000,0.244523,-0.235268,0.748000
1786415586.599026,27,0,meter,0.838698,877.23,0.00,1060.39,130.63,969,65,0.723000,0.256115,-0.245842,0.723000,0.244523,-0.245842,0.732000
1786415586.7059088,28,0,meter,0.899839,1025.67,0.00,1188.34,99.87,1107,50,0.721000,0.365583,-0.257164,0.721000,0.247983,-0.250192,0.723000
1786415586.807346,29,0,meter,0.890735,1009.67,0.00,1179.93,114.57,1095,57,0.729000,0.359953,-0.254355,0.729000,0.256115,-0.254355,0.723000
1786415586.9110374,30,0,meter,0.851119,844.07,0.00,1010.44,160.39,927,80,0.715000,0.220028,-0.231220,0.715000,0.256115,-0.245842,0.721000
1786415587.013412,31,0,meter,0.924738,841.19,12.19,996.49,252.93,919,133,0.746000,0.222959,-0.197367,0.746000,0.256115,-0.231220,0.721000
1786415587.013412,31,1,display,0.821600,883.96,37.70,977.10,104.95,931,71,0.791000,0.246919,-0.263697,0.791000,0.146960,-0.263697,0.791000
1786415587.3679667,32,0,meter,0.922653,828.66,45.06,974.08,266.92,901,156,0.758000,0.211437,-0.181194,0.758000,0.256115,-0.231220,0.723000
1786415587.3679667,32,1,display,0.921985,862.85,58.05,954.75,132.40,909,95,0.804000,0.231390,-0.246617,0.804000,0.231390,-0.263697,0.791000
1786415587.4990153,33,0,meter,0.937920,971.72,102.95,1104.59,316.13,1038,210,0.791000,0.340640,-0.141680,0.791000,0.256115,-0.231220,0.729000
1786415587.4990153,33,1,display,0.892011,847.63,89.14,939.72,158.80,894,124,0.815500,0.221155,-0.223899,0.815500,0.231390,-0.263697,0.791000
1786415587.616531,34,0,meter,0.913994,809.22,56.12,950.55,269.81,880,163,0.765000,0.195600,-0.176924,0.765000,0.222959,-0.197367,0.746000
1786415587.616531,34,1,display,0.921063,843.23,69.01,934.95,142.20,889,106,0.819000,0.217569,-0.241220,0.819000,0.231390,-0.246617,0.791000
1786415587.7277517,35,0,meter,0.934044,796.02,68.96,941.96,296.98,869,183,0.771000,0.187743,-0.161199,0.771000,0.220028,-0.181194,0.758000
1786415587.7277517,35,1,display,0.892283,833.57,83.50,926.03,157.27,880,120,0.810000,0.207106,-0.225985,0.810000,0.221155,-0.241220,0.804000
1786415587.8312643,36,0,meter,0.917930,781.42,76.27,922.27,295.38,852,186,0.774000,0.173903,-0.159250,0.774000,0.211437,-0.176924,0.765000
1786415587.8312643,36,1,display,0.885886,816.22,90.83,908.16,164.29,862,128,0.818000,0.192847,-0.220954,0.818000,0.221155,-0.241220,0.810000
1786415587.9386356,37,0,meter,0.933882,938.55,90.17,1066.95,298.76,1003,194,0.792000,0.310375,-0.155922,0.792000,0.211437,-0.161199,0.771000
1786415587.9386356,37,1,display,0.912436,812.08,80.89,901.82,155.61,857,118,0.808000,0.186016,-0.227220,0.808000,0.217569,-0.227220,0.810000
1786415588.0494018,38,0,meter,0.935850,936.55,95.65,1065.82,300.66,1001,198,0.801000,0.312128,-0.154138,0.801000,0.211437,-0.159250,0.774000
1786415588.0494018,38,1,display,0.909265,811.18,85.78,901.37,156.88,856,121,0.831500,0.190505,-0.231060,0.831500,0.207106,-0.227220,0.815500
1786415588.1582935,39,0,meter,0.933687,938.73,97.70,1066.53,301.73,1003,200,0.792000,0.310375,-0.150648,0.792000,0.310375,-0.155922,0.791000
1786415588.1582935,39,1,display,0.920436,812.05,87.03,901.46,157.34,857,122,0.823000,0.189469,-0.227785,0.823000,0.192847,-0.227220,0.818000
1786415588.2578063,40,0,meter,0.932263,937.12,89.03,1064.89,297.19,1001,193,0.795000,0.309790,-0.157395,0.795000,0.309790,-0.157395,0.792000
1786415588.2578063,40,1,display,0.915805,811.13,79.83,900.95,152.48,856,116,0.813000,0.186267,-0.230431,0.813000,0.190505,-0.227785,0.818000
1786415588.361732,41,0,meter,0.932622,936.64,88.98,1065.61,296.63,1001,193,0.795000,0.309790,-0.157395,0.795000,0.309790,-0.157395,0.792000
1786415588.361732,41,1,display,0.907805,811.25,79.54,899.91,150.06,856,115,0.803000,0.183976,-0.228488,0.803000,0.189469,-0.227785,0.813000
1786415588.4633057,42,0,meter,0.928837,771.44,65.44,913.54,282.80,842,174,0.774000,0.165332,-0.169557,0.774000,0.309790,-0.157395,0.792000
1786415588.4633057,42,1,display,0.916437,809.58,79.33,897.97,149.63,854,114,0.812000,0.184239,-0.231950,0.812000,0.186267,-0.228488,0.813000
1786415588.5648215,43,0,meter,0.931898,768.53,61.79,912.24,281.22,840,172,0.774000,0.163618,-0.171275,0.774000,0.309790,-0.157395,0.792000
1786415588.5648215,43,1,display,0.915076,808.04,76.14,896.87,147.48,852,112,0.807000,0.181318,-0.232312,0.807000,0.186016,-0.230431,0.812000
1786415588.6663287,44,0,meter,0.935339,932.66,84.77,1060.18,294.91,996,190,0.796000,0.305773,-0.160243,0.796000,0.309790,-0.157395,0.795000
1786415588.6663287,44,1,display,0.917439,807.73,76.73,896.95,148.35,852,113,0.810000,0.181992,-0.232277,0.810000,0.184239,-0.231060,0.812000
1786415588.7718422,45,0,meter,0.934904,930.19,80.75,1058.73,292.35,994,187,0.793000,0.302864,-0.162279,0.793000,0.305773,-0.160243,0.793000
1786415588.7718422,45,1,display,0.909919,806.63,73.66,897.84,146.77,852,110,0.811000,0.182216,-0.235264,0.811000,0.183976,-0.231950,0.811000
1786415588.874347,46,0,meter,0.932485,931.94,78.64,1057.16,291.22,995,185,0.799000,0.306041,-0.165280,0.799000,0.305773,-0.162279,0.795000
1786415588.874347,46,1,display,0.899641,806.83,71.57,897.24,146.71,852,109,0.813000,0.182666,-0.236746,0.813000,0.182666,-0.232277,0.811000
1786415588.977854,47,0,meter,0.921604,928.22,80.54,1056.90,289.66,993,185,0.792000,0.301605,-0.163832,0.792000,0.302864,-0.163832,0.793000
1786415588.977854,47,1,display,0.900650,803.76,72.71,892.78,145.08,848,109,0.831000,0.183029,-0.241988,0.831000,0.182666,-0.232312,0.811000
1786415589.0803568,48,0,meter,0.918083,767.75,59.28,905.40,275.73,837,168,0.772000,0.160631,-0.174260,0.772000,0.301605,-0.165280,0.792000
1786415589.0803568,48,1,display,0.902881,801.50,73.40,891.01,146.22,846,110,0.824000,0.179663,-0.239035,0.824000,0.182216,-0.235264,0.812000
1786415589.1838655,49,0,meter,0.924990,762.42,58.84,901.56,274.34,832,167,0.774000,0.156762,-0.175570,0.774000,0.301605,-0.165280,0.792000
1786415589.1838655,49,1,display,0.866013,797.97,74.08,888.40,145.45,843,110,0.828000,0.177784,-0.240196,0.828000,0.181992,-0.236746,0.813000
1786415589.287369,50,0,meter,0.911202,923.77,80.74,1053.48,286.74,989,184,0.796000,0.299603,-0.165543,0.796000,0.301605,-0.165280,0.793000
1786415589.287369,50,1,display,0.876759,798.64,73.07,888.97,145.58,844,109,0.830000,0.179133,-0.241697,0.830000,0.181992,-0.239035,0.824000
1786415589.3904269,51,0,meter,0.915293,923.96,78.67,1051.74,288.38,988,184,0.797000,0.299097,-0.165751,0.797000,0.299603,-0.165543,0.793000
1786415589.3904269,51,1,display,0.905149,799.40,71.59,888.64,143.67,844,108,0.827000,0.178485,-0.241741,0.827000,0.179663,-0.240196,0.827000
1786415589.4909325,52,0,meter,0.919419,921.92,76.64,1051.68,288.99,987,183,0.798000,0.298588,-0.166845,0.798000,0.299097,-0.165751,0.796000
1786415589.4909325,52,1,display,0.888145,797.59,71.58,886.88,143.61,842,108,0.820000,0.175158,-0.239695,0.820000,0.179133,-0.240196,0.827000
1786415589.5904377,53,0,meter,0.935461,759.78,55.34,900.99,273.41,830,164,0.771000,0.154447,-0.177456,0.771000,0.298588,-0.166845,0.792000
1786415589.5904377,53,1,display,0.888483,794.64,68.59,886.25,140.52,840,105,0.816000,0.172497,-0.241242,0.816000,0.178485,-0.241242,0.827000
1786415589.6899428,54,0,meter,0.928691,729.03,16.19,881.82,246.21,805,131,0.764000,0.131894,-0.203825,0.764000,0.160631,-0.174260,0.774000
1786415589.6899428,54,1,display,0.758928,772.44,48.36,861.29,107.58,817,78,0.000000,,,,,,
1786415589.7924466,55,0,meter,0.939877,703.00,0.00,854.31,192.70,779,96,0.753000,0.108316,-0.230138,0.753000,0.156762,-0.175570,0.774000
1786415589.7924466,55,1,display,0.851672,746.48,0.00,835.87,53.98,791,27,0.000000,,,,,,
1786415589.8969512,56,0,meter,0.910223,677.87,0.00,832.00,149.87,755,75,0.755000,0.088539,-0.248344,0.755000,0.154447,-0.177456,0.771000
1786415589.9954555,57,0,meter,0.914133,815.07,0.00,971.64,98.81,893,49,0.773000,0.208773,-0.276569,0.773000,0.154447,-0.203825,0.771000
1786415593.5189433,90,0,meter,0.509425,623.13,103.19,1211.57,713.69,917,408,0.000000,,,,,,
1786415594.3485303,98,1,display,0.501426,1026.31,14.43,1280.00,289.51,1153,152,0.744000,0.415143,-0.181150,0.744000,0.178485,-0.240196,0.824000
1786415595.0646057,105,0,meter,0.736237,653.58,0.00,1280.00,720.00,967,360,0.401000,0.141162,-0.005073,0.401000,0.141162,-0.203825,0.764000
1786415595.1611145,106,0,meter,0.894357,1063.63,0.00,1280.00,136.81,1172,68,0.688000,0.398371,-0.231651,0.688000,0.141162,-0.230138,0.755000
1786415595.2586308,107,0,meter,0.637142,935.03,5.79,1106.40,226.28,1021,116,0.688000,0.283332,-0.195002,0.688000,0.141162,-0.230138,0.753000
1786415595.3546486,108,0,meter,0.907393,1137.59,100.11,1279.88,344.39,1209,222,0.706000,0.437719,-0.117053,0.706000,0.208773,-0.230138,0.706000
1786415595.4547365,109,0,meter,0.930794,1116.38,135.26,1279.15,367.25,1198,251,0.702000,0.426688,-0.093797,0.702000,0.283332,-0.195002,0.702000
1786415595.4547365,109,1,display,0.869430,961.08,178.21,1067.79,243.69,1014,211,0.765000,0.309113,-0.136174,0.765000,0.178485,-0.240196,0.820000
1786415595.5702484,110,0,meter,0.937252,1099.32,147.05,1278.10,382.72,1189,265,0.710000,0.424475,-0.083835,0.710000,0.398371,-0.117053,0.702000
1786415595.5702484,110,1,display,0.829972,939.04,199.80,1045.13,262.58,992,231,0.758000,0.287818,-0.118104,0.758000,0.179133,-0.239695,0.816000
1786415595.68476,111,0,meter,0.924061,906.63,208.84,1074.43,433.19,991,321,0.735000,0.278271,-0.041109,0.735000,0.398371,-0.093797,0.702000
1786415595.68476,111,1,display,0.909856,932.21,226.76,1038.90,292.84,986,260,0.792000,0.295466,-0.097912,0.792000,0.287818,-0.181150,0.792000
1786415595.7982662,112,0,meter,0.950964,931.54,286.24,1095.32,499.17,1013,393,0.757000,0.305042,0.018147,0.757000,0.398371,-0.093797,0.706000
1786415595.7982662,112,1,display,0.876284,957.38,299.39,1063.11,363.78,1010,332,0.809000,0.323308,-0.035372,0.809000,0.295466,-0.136174,0.792000
1786415595.9075768,113,0,meter,0.956774,888.67,37.14,1049.65,242.76,969,140,0.814000,0.288350,-0.209034,0.814000,0.305042,-0.093797,0.710000
1786415595.9075768,113,1,display,0.934150,947.92,328.68,1049.58,395.25,999,362,0.824000,0.319266,-0.008594,0.824000,0.309113,-0.118104,0.792000
1786415596.0083077,114,0,meter,0.951120,1070.77,315.94,1231.55,522.37,1151,419,0.765000,0.425166,0.040412,0.765000,0.424475,-0.083835,0.735000
1786415596.0083077,114,1,display,0.937833,924.17,341.41,1021.91,408.15,973,375,0.833000,0.298771,0.003329,0.833000,0.309113,-0.097912,0.792000
1786415596.1095588,115,0,meter,0.948032,894.24,362.08,1046.56,561.92,970,462,0.807000,0.286764,0.081141,0.807000,0.305042,-0.041109,0.757000
1786415596.1095588,115,1,display,0.908804,919.45,372.71,1017.59,436.81,969,405,0.840000,0.297561,0.031323,0.840000,0.298771,-0.035372,0.809000
1786415596.2050803,116,0,meter,0.957434,1066.31,373.76,1221.39,585.85,1144,480,0.781000,0.428005,0.094128,0.781000,0.305042,0.018147,0.765000
1786415596.2050803,116,1,display,0.938800,921.02,389.75,1018.49,454.25,970,422,0.842000,0.299201,0.047283,0.842000,0.298771,-0.008594,0.824000
1786415596.3037207,117,0,meter,0.949698,1055.25,131.34,1205.54,324.97,1130,228,0.792000,0.421755,-0.126038,0.792000,0.305042,0.018147,0.781000
1786415596.3037207,117,1,display,0.901832,939.71,412.03,1037.68,476.62,989,444,0.843000,0.317293,0.067921,0.843000,0.299201,0.003329,0.833000
1786415596.4009078,118,0,meter,0.943862,1066.86,412.03,1214.68,618.73,1141,515,0.781000,0.425410,0.124463,0.781000,0.421755,0.040412,0.781000
1786415596.4009078,118,1,display,0.927624,925.25,417.37,1020.04,483.77,973,451,0.857000,0.307379,0.075707,0.857000,0.307379,0.031323,0.840000
1786415596.4989133,119,0,meter,0.945522,1038.76,140.65,1180.90,335.24,1110,238,0.804000,0.410339,-0.119025,0.804000,0.421755,0.040412,0.792000
1786415596.4989133,119,1,display,0.936312,904.95,405.14,1000.22,473.48,953,439,0.854000,0.287389,0.064069,0.854000,0.299201,0.047283,0.842000
1786415596.5974188,120,0,meter,0.949608,1037.88,396.07,1186.64,614.92,1112,505,0.789000,0.404431,0.116982,0.789000,0.421755,0.081141,0.789000
1786415596.5974188,120,1,display,0.926205,898.34,400.68,995.10,467.50,947,434,0.862000,0.284354,0.059886,0.862000,0.298771,0.059886,0.843000
1786415596.6959255,121,0,meter,0.945767,1021.81,384.60,1166.17,596.43,1094,491,0.786000,0.387227,0.104325,0.786000,0.410339,0.094128,0.789000
1786415596.6959255,121,1,display,0.904405,883.24,387.81,978.39,456.05,931,422,0.868000,0.270955,0.048743,0.868000,0.297561,0.059886,0.854000
1786415596.7930937,122,0,meter,0.935803,845.81,84.46,983.72,270.80,915,178,0.851000,0.250571,-0.182648,0.851000,0.410339,0.094128,0.789000
1786415596.7930937,122,1,display,0.928201,865.10,362.18,959.52,429.05,912,396,0.854000,0.248617,0.023316,0.854000,0.287389,0.059886,0.854000
1786415596.8925984,123,0,meter,0.937353,977.53,79.32,1117.04,272.67,1047,176,0.800000,0.352488,-0.173477,0.800000,0.404431,-0.119025,0.792000
1786415596.8925984,123,1,display,0.920535,1014.75,353.69,1111.07,423.49,1063,389,0.830000,0.380412,0.016213,0.830000,0.287389,0.059886,0.854000
1786415596.9961028,124,0,meter,0.942949,811.66,326.93,960.58,525.68,886,426,0.821000,0.215373,0.049748,0.821000,0.387227,0.049748,0.800000
1786415596.9961028,124,1,display,0.925664,1012.66,343.15,1108.72,414.64,1061,379,0.839000,0.382679,0.007078,0.839000,0.287389,0.048743,0.854000
1786415597.105118,125,0,meter,0.947929,823.91,37.77,965.56,229.39,895,134,0.850000,0.231452,-0.223938,0.850000,0.352488,-0.119025,0.804000
1786415597.105118,125,1,display,0.922803,858.42,48.88,946.79,112.72,903,81,0.864000,0.242918,-0.278445,0.864000,0.284354,0.023316,0.854000
1786415597.2206237,126,0,meter,0.923754,967.39,290.60,1112.30,505.18,1040,398,0.793000,0.343257,0.023410,0.793000,0.343257,0.023410,0.800000
1786415597.2206237,126,1,display,0.914308,1000.93,303.36,1094.40,373.32,1048,338,0.841000,0.371485,-0.031171,0.841000,0.284354,0.016213,0.854000
1786415597.3191302,127,0,meter,0.941505,827.99,0.00,965.55,186.58,897,93,0.839000,0.230315,-0.259215,0.839000,0.250571,-0.173477,0.821000
1786415597.3191302,127,1,display,0.890806,1005.16,285.19,1099.73,358.70,1052,322,0.829000,0.369856,-0.045446,0.829000,0.369856,0.007078,0.841000
1786415597.4746804,128,0,meter,0.938602,841.57,0.00,982.47,185.99,912,93,0.830000,0.241630,-0.256435,0.830000,0.241630,-0.182648,0.830000
1786415597.4746804,128,1,display,0.913811,855.75,276.08,946.85,347.47,901,312,0.000000,,,,,,
1786415597.681696,129,0,meter,0.936581,859.79,0.00,1000.78,190.18,930,95,0.831000,0.258485,-0.254899,0.831000,0.241630,-0.223938,0.830000
1786415597.681696,129,1,display,0.936378,871.94,281.30,964.83,350.64,918,316,0.000000,,,,,,
1786415598.4172404,130,0,meter,0.947713,864.02,32.06,1005.18,227.89,935,130,0.840000,0.265935,-0.225033,0.840000,0.241630,-0.225033,0.831000
1786415598.4172404,130,1,display,0.926715,896.53,43.84,987.87,108.57,942,76,0.849000,0.275365,-0.278322,0.849000,0.369856,-0.031171,0.841000
1786415598.5797482,131,0,meter,0.956780,860.33,359.25,1010.79,566.46,936,463,0.796000,0.252887,0.080918,0.796000,0.252887,-0.225033,0.831000
1786415598.5797482,131,1,display,0.914187,896.80,368.03,992.15,437.19,944,403,0.853000,0.278552,0.029915,0.853000,0.369856,-0.031171,0.841000
1786415598.7907615,132,0,meter,0.957144,865.56,360.22,1012.70,565.75,939,463,0.801000,0.257136,0.081427,0.801000,0.257136,-0.225033,0.830000
1786415598.7907615,132,1,display,0.934508,897.14,370.44,994.06,441.80,946,406,0.860000,0.282742,0.033024,0.860000,0.282742,-0.031171,0.849000
1786415598.967222,133,0,meter,0.936585,873.48,367.81,1022.51,570.07,948,469,0.805000,0.266443,0.087193,0.805000,0.257136,-0.225033,0.830000
1786415598.967222,133,1,display,0.938162,907.02,377.93,1002.20,446.43,955,412,0.860000,0.291313,0.038750,0.860000,0.282742,-0.031171,0.853000
1786415599.1193292,134,0,meter,0.951117,879.91,91.43,1017.08,277.36,948,184,0.852000,0.281999,-0.177189,0.852000,0.258485,-0.177189,0.830000
1786415599.1193292,134,1,display,0.924461,901.87,367.94,996.29,435.97,949,402,0.858000,0.284935,0.029138,0.858000,0.284935,0.029138,0.853000
1786415599.2258337,135,0,meter,0.938747,865.03,345.07,1013.08,548.59,939,447,0.803000,0.257778,0.067372,0.803000,0.258485,0.067372,0.805000
1786415599.2258337,135,1,display,0.941405,899.26,356.44,994.11,424.03,947,390,0.854000,0.281715,0.017629,0.854000,0.282742,0.029138,0.854000
1786415599.3294525,136,0,meter,0.942162,1041.36,355.61,1186.70,563.95,1114,460,0.775000,0.398971,0.076203,0.775000,0.265935,0.076203,0.803000
1786415599.3294525,136,1,display,0.940460,1071.31,364.55,1169.34,435.32,1120,400,0.832000,0.433843,0.026408,0.832000,0.282742,0.029138,0.854000
1786415599.426603,137,0,meter,0.939357,868.29,344.87,1014.68,546.24,941,446,0.804000,0.259880,0.066563,0.804000,0.259880,0.076203,0.803000
1786415599.426603,137,1,display,0.937613,1072.77,363.05,1169.45,434.05,1121,399,0.828000,0.432674,0.025363,0.828000,0.284935,0.029138,0.854000
1786415599.5261111,138,0,meter,0.936167,878.30,76.57,1019.82,265.46,949,171,0.850000,0.282278,-0.189036,0.850000,0.266443,0.067372,0.804000
1786415599.5261111,138,1,display,0.944363,902.95,354.72,997.42,422.29,950,389,0.859500,0.286385,0.016789,0.859500,0.286385,0.026408,0.858000
1786415599.6296241,139,0,meter,0.935867,1034.71,82.82,1182.39,280.43,1109,182,0.791000,0.402829,-0.166259,0.791000,0.281999,0.066563,0.804000
1786415599.6296241,139,1,display,0.935397,907.61,84.76,997.86,144.60,953,115,0.858000,0.288735,-0.244137,0.858000,0.288735,0.025363,0.858000
1786415599.7281349,140,0,meter,0.936762,868.50,344.83,1015.86,543.38,942,444,0.801000,0.259797,0.064537,0.801000,0.281999,0.064537,0.803000
1786415599.7281349,140,1,display,0.936615,902.58,355.22,997.03,421.88,950,389,0.851000,0.283553,0.016623,0.851000,0.286385,0.017629,0.854000
1786415599.8256402,141,0,meter,0.943408,867.34,344.08,1014.61,542.83,941,443,0.801000,0.258910,0.063648,0.801000,0.259880,0.064537,0.801000
1786415599.8256402,141,1,display,0.927728,901.20,353.60,996.92,421.33,949,387,0.853000,0.283275,0.014769,0.853000,0.286385,0.016789,0.853000
1786415599.9371493,142,0,meter,0.942336,865.85,342.76,1014.40,541.85,940,442,0.800000,0.257701,0.062681,0.800000,0.259880,0.063648,0.801000
1786415599.9371493,142,1,display,0.932026,900.35,352.97,995.92,420.77,948,387,0.854000,0.282661,0.014786,0.854000,0.286385,0.016623,0.853000
1786415600.0416577,143,0,meter,0.940707,867.48,342.04,1015.75,541.30,942,442,0.804000,0.260770,0.062994,0.804000,0.259880,0.062994,0.801000
1786415600.0416577,143,1,display,0.934172,899.99,351.87,996.50,421.14,948,387,0.859000,0.284316,0.014873,0.859000,0.284316,0.014873,0.854000
1786415600.144167,144,0,meter,0.936496,1032.92,82.83,1178.68,277.87,1106,180,0.789000,0.399189,-0.167590,0.789000,0.260770,0.062681,0.801000
1786415600.144167,144,1,display,0.934165,1071.84,360.22,1168.46,429.61,1120,395,0.836000,0.435929,0.021897,0.836000,0.284316,0.014873,0.854000
1786415600.2406714,145,0,meter,0.944904,1032.55,79.74,1179.17,275.12,1106,177,0.792000,0.400707,-0.170864,0.792000,0.260770,0.062681,0.800000
1786415600.2406714,145,1,display,0.940927,900.24,350.95,995.48,419.06,948,385,0.856000,0.283323,0.012921,0.856000,0.283553,0.014786,0.854000
1786415600.3356833,146,0,meter,0.946150,1033.85,79.39,1178.68,274.11,1106,177,0.791000,0.400201,-0.170648,0.791000,0.260770,0.062681,0.800000
1786415600.3356833,146,1,display,0.920607,900.81,350.53,994.97,418.92,948,385,0.854000,0.282661,0.012891,0.854000,0.283323,0.014786,0.854000
1786415600.4306984,147,0,meter,0.941632,1035.08,81.70,1180.15,276.45,1108,179,0.792000,0.402461,-0.169106,0.792000,0.399189,-0.167590,0.792000
1786415600.4306984,147,1,display,0.918439,905.93,81.91,996.70,143.56,951,113,0.856000,0.286167,-0.245468,0.856000,0.283323,0.014769,0.854000
1786415600.5302083,148,0,meter,0.944270,1032.83,80.87,1178.80,274.39,1106,178,0.791000,0.400201,-0.169770,0.791000,0.400201,-0.169106,0.792000
1786415600.5302083,148,1,display,0.935821,900.78,350.71,996.20,417.47,948,384,0.856000,0.283323,0.011971,0.856000,0.283323,0.012921,0.856000
1786415600.6287196,149,0,meter,0.945587,867.26,339.81,1015.05,540.81,941,440,0.801000,0.258910,0.060981,0.801000,0.400201,-0.169106,0.792000
1786415600.6287196,149,1,display,0.937940,900.26,350.90,995.16,418.68,948,385,0.858000,0.283985,0.012951,0.858000,0.283985,0.012921,0.856000
1786415600.7292242,150,0,meter,0.952414,865.31,335.79,1013.40,540.08,939,438,0.803000,0.257778,0.059351,0.803000,0.400201,-0.169106,0.792000
1786415600.7292242,150,1,display,0.921359,899.59,346.71,995.27,413.27,947,380,0.854000,0.281715,0.008152,0.854000,0.283323,0.012891,0.856000
1786415600.827733,151,0,meter,0.958510,864.59,334.60,1012.38,535.64,938,435,0.800000,0.255929,0.056466,0.800000,0.400201,-0.169106,0.792000
1786415600.827733,151,1,display,0.938640,897.28,345.45,993.46,412.38,945,379,0.851000,0.278841,0.007179,0.851000,0.283323,0.011971,0.856000
1786415600.923404,152,0,meter,0.956888,863.55,334.99,1012.44,535.60,938,435,0.803000,0.256889,0.056678,0.803000,0.258910,0.056466,0.800000
1786415600.923404,152,1,display,0.936072,897.24,345.77,991.80,411.75,945,379,0.845000,0.276875,0.007128,0.845000,0.282661,0.008152,0.854000
1786415601.0239134,153,0,meter,0.957360,862.80,334.72,1011.48,532.94,937,434,0.800000,0.255043,0.055578,0.800000,0.257778,0.056466,0.800000
1786415601.0239134,153,1,display,0.935708,897.23,345.53,991.40,411.31,944,378,0.846000,0.276266,0.006198,0.846000,0.281715,0.007179,0.854000
