timestamp,frame_index,target_id,meter_conf,display_conf,meter_cx,meter_cy,display_cx,display_cy,target_source,depth_m,camera_x_m,camera_y_m,camera_z_m,smooth_x_m,smooth_y_m,smooth_z_m,has_display
1786437115.7588398,35,3,0.929120,0.948280,786,583,788,524,meter,0.751000,0.113850,0.203026,0.751000,0.097956,0.192796,0.754000,1
1786437115.7588398,35,4,0.908546,0.829869,956,584,949,526,meter,0.761000,0.258621,0.205729,0.761000,0.243349,0.192424,0.766500,1
1786437115.8727803,36,1,0.929054,0.907139,776,307,774,257,meter,0.842000,0.118321,-0.034946,0.842000,0.093313,-0.050334,0.842000,1
1786437115.8727803,36,2,0.929984,0.913915,925,320,921,266,meter,0.815000,0.248996,-0.021163,0.815000,0.225180,-0.040608,0.816000,1
1786437115.8727803,36,3,0.942332,0.935726,793,591,794,530,meter,0.751000,0.119671,0.209693,0.751000,0.097956,0.193762,0.754000,1
1786437115.8727803,36,4,0.937740,0.874834,964,591,959,532,meter,0.761000,0.265362,0.211641,0.761000,0.243349,0.193481,0.766500,1
1786437115.9732854,37,1,0.946078,0.903512,780,313,780,263,meter,0.845000,0.122486,-0.029444,0.845000,0.093313,-0.049400,0.842500,1
1786437115.9732854,37,2,0.932592,0.872290,934,325,927,273,meter,0.814000,0.256803,-0.016620,0.814000,0.225180,-0.039325,0.816000,1
1786437115.9732854,37,3,0.948337,0.945052,796,601,800,536,meter,0.747000,0.121515,0.216866,0.747000,0.097956,0.194084,0.753500,1
1786437115.9732854,37,4,0.957119,0.865694,968,599,963,540,meter,0.761000,0.268733,0.219242,0.761000,0.243349,0.196157,0.766500,1
1786437116.0827928,38,1,0.928486,0.921062,785,321,785,270,meter,0.844000,0.127014,-0.020979,0.844000,0.093723,-0.048028,0.843000,1
1786437116.0827928,38,2,0.946319,0.916668,937,335,932,279,meter,0.811000,0.258550,-0.006659,0.811000,0.225356,-0.037965,0.816000,1
1786437116.0827928,38,3,0.940949,0.950362,802,609,806,544,meter,0.746000,0.126309,0.224855,0.746000,0.098283,0.194274,0.753500,1
